Silhouette,Silhouette,Silhouette,Calinski-Harabasz,Calinski-Harabasz,Calinski-Harabasz,Davies-Bouldin,Davies-Bouldin,Davies-Bouldin
c=3,c=4,c=5,c=3,c=4,c=5,c=3,c=4,c=5
0.454,0.3985,0.3622,324.4954,276.0281,256.9547,0.7987,0.9254,0.9701
0.3986,0.4044,0.3414,213.6218,172.6593,156.8165,0.9698,0.8558,1.0103
0.5234,0.5343,0.5207,492.833,653.319,736.6037,0.5664,0.5415,0.5515
0.454,0.403,0.3612,324.4955,275.5164,256.815,0.7987,0.8609,0.9768
0.4026,0.3434,0.2771,232.0212,183.0927,158.9339,0.9484,1.2953,1.2797
0.4026,0.3428,0.2858,232.0212,183.1045,157.6637,0.9484,1.2963,1.3029
